Ethnic group,Age group,Gender,DHB of residence,Population,Notes: 
Asian,80-84,Male,Auckland,819,
Maori,35-39,Female,Hutt Valley,819,
Asian,50-54,Male,Waikato,820,
European or Other,70-74,Female,West Coast,822,
Asian,19-24,Male,Southern,823,
Maori,19-24,Female,Counties Manukau,823,
Pacific Peoples,60-64,Male,Waitemata,826,
Maori,65-69,Male,Counties Manukau,829,
Maori,25-29,Female,Taranaki,830,
Maori,55-59,Female,Southern,830,
Pacific Peoples,0-4,Female,Canterbury,831,
European or Other,19-24,Female,MidCentral,833,
Maori,60-64,Male,Canterbury,833,
Asian,65-69,Male,Canterbury,834,
European or Other,60-64,Female,Tairawhiti,836,
European or Other,90+,Female,MidCentral,837,
Maori,30-34,Female,Taranaki,840,
Maori,19-24,Male,Waikato,844,
Asian,5-11,Male,MidCentral,846,
European or Other,80-84,Male,Lakes,846,
Maori,0-4,Female,Nelson Marlborough,847,
Maori,19-24,Female,Waikato,847,
Asian,40-44,Female,Southern,848,
Maori,60-64,Female,Canterbury,848,
European or Other,25-29,Male,Overseas / Unknown,849,
Pacific Peoples,30-34,Male,Capital and Coast,849,
Maori,60-64,Male,Hawkes Bay,850,
European or Other,55-59,Female,Tairawhiti,851,
Asian,60-64,Male,Canterbury,852,
European or Other,12-18,Male,Tairawhiti,852,
Asian,12-18,Male,Southern,853,
European or Other,0-4,Male,Wairarapa,856,
European or Other,55-59,Male,Tairawhiti,856,
Asian,19-24,Female,Auckland,857,
Pacific Peoples,0-4,Female,Capital and Coast,857,
Asian,5-11,Female,Bay of Plenty,860,
Asian,0-4,Male,Bay of Plenty,862,
European or Other,5-11,Female,Tairawhiti,862,
Pacific Peoples,12-18,Male,Waikato,862,
Asian,60-64,Female,Waikato,863,
Maori,19-24,Male,Tairawhiti,866,
Asian,65-69,Female,Capital and Coast,871,
European or Other,85-89,Male,Hawkes Bay,871,
Maori,35-39,Male,Capital and Coast,873,
Maori,55-59,Female,Capital and Coast,873,
Asian,0-4,Female,Southern,874,
European or Other,30-34,Male,Wairarapa,874,
European or Other,60-64,Male,Tairawhiti,874,
European or Other,90+,Male,Waikato,875,
Maori,35-39,Male,Southern,875,
Maori,40-44,Female,MidCentral,875,
European or Other,80-84,Female,Whanganui,879,
European or Other,65-69,Male,Tairawhiti,880,
Maori,70-74,Female,Northland,880,
European or Other,35-39,Male,Wairarapa,886,
Maori,45-49,Female,Southern,886,
European or Other,12-18,Female,West Coast,888,
Pacific Peoples,0-4,Male,Capital and Coast,888,
European or Other,45-49,Female,West Coast,897,
Maori,0-4,Male,Nelson Marlborough,899,
Maori,50-54,Female,MidCentral,900,
Asian,12-18,Female,Southern,904,
Asian,55-59,Female,Waikato,904,
Pacific Peoples,0-4,Male,Canterbury,905,
European or Other,45-49,Male,West Coast,906,
Pacific Peoples,30-34,Female,Capital and Coast,907,
European or Other,75-79,Male,Wairarapa,909,
Maori,50-54,Male,Auckland,911,
Maori,25-29,Male,Tairawhiti,912,
Maori,40-44,Male,Capital and Coast,912,
Asian,55-59,Male,Capital and Coast,913,
European or Other,40-44,Male,Wairarapa,913,
European or Other,85-89,Female,Hutt Valley,914,
European or Other,30-34,Female,Wairarapa,915,
Maori,55-59,Male,Auckland,915,
Pacific Peoples,65-69,Male,Auckland,915,
Maori,55-59,Female,MidCentral,917,
Maori,50-54,Male,Capital and Coast,918,
Asian,35-39,Female,Bay of Plenty,919,
European or Other,5-11,Male,Tairawhiti,919,
Maori,30-34,Female,Tairawhiti,921,
Pacific Peoples,60-64,Female,Waitemata,921,
European or Other,85-89,Male,MidCentral,926,
European or Other,25-29,Female,Wairarapa,930,
Maori,35-39,Female,Southern,932,
Asian,25-29,Male,Hutt Valley,935,
European or Other,75-79,Female,Wairarapa,935,
Maori,30-34,Male,Hutt Valley,935,
Maori,50-54,Female,Southern,935,
Maori,0-4,Female,Whanganui,936,
Maori,55-59,Male,Lakes,937,
Asian,0-4,Male,Southern,938,
Asian,50-54,Male,Capital and Coast,940,
Maori,70-74,Female,Waikato,941,
Maori,30-34,Female,Hutt Valley,942,
Asian,80-84,Female,Auckland,943,
Pacific Peoples,5-11,Female,Waikato,946,
Maori,65-69,Male,Bay of Plenty,947,
Asian,25-29,Female,Bay of Plenty,948,
European or Other,65-69,Female,West Coast,948,
Asian,25-29,Female,Hutt Valley,951,
Asian,0-4,Female,Hutt Valley,952,
Maori,40-44,Male,Lakes,955,
Asian,75-79,Male,Waitemata,957,
Maori,35-39,Female,MidCentral,957,
European or Other,85-89,Female,Taranaki,958,
European or Other,80-84,Female,Lakes,959,
Asian,60-64,Female,Capital and Coast,962,
European or Other,80-84,Female,South Canterbury,965,
European or Other,35-39,Female,Wairarapa,967,
Maori,25-29,Female,Tairawhiti,967,
Maori,50-54,Male,Lakes,967,
Pacific Peoples,25-29,Male,Capital and Coast,967,
European or Other,85-89,Male,Northland,968,
Maori,30-34,Male,MidCentral,969,
European or Other,19-24,Female,Whanganui,970,
Maori,60-64,Female,Lakes,970,
European or Other,85-89,Male,Nelson Marlborough,971,
Maori,45-49,Female,MidCentral,971,
Asian,55-59,Male,Canterbury,972,
Pacific Peoples,65-69,Female,Auckland,974,
European or Other,5-11,Female,West Coast,976,
Maori,19-24,Female,Tairawhiti,978,
Maori,25-29,Male,Hutt Valley,979,
Pacific Peoples,12-18,Female,Canterbury,983,
European or Other,19-24,Female,Counties Manukau,987,
Maori,55-59,Female,Auckland,988,
European or Other,0-4,Female,Whanganui,991,
European or Other,0-4,Male,Whanganui,994,
European or Other,12-18,Male,West Coast,994,
Asian,65-69,Female,Canterbury,996,
Maori,45-49,Male,Capital and Coast,996,
Maori,40-44,Male,Auckland,997,
Maori,60-64,Female,Hawkes Bay,1000,
Maori,35-39,Male,Auckland,1003,
Pacific Peoples,25-29,Female,Capital and Coast,1004,
Pacific Peoples,5-11,Male,Waikato,1004,
European or Other,70-74,Male,West Coast,1005,
Maori,50-54,Male,Hawkes Bay,1005,
Pacific Peoples,75-79,Female,Counties Manukau,1005,
Maori,50-54,Female,Capital and Coast,1007,
Maori,55-59,Male,Canterbury,1008,
Asian,5-11,Female,Southern,1011,
Asian,0-4,Male,Hutt Valley,1017,
Maori,12-18,Female,Nelson Marlborough,1019,
Asian,19-24,Female,Southern,1023,
Asian,30-34,Male,Bay of Plenty,1026,
European or Other,80-84,Male,Hutt Valley,1027,
Maori,35-39,Male,Lakes,1029,
Maori,0-4,Male,Whanganui,1030,
Asian,25-29,Male,Southern,1031,
Maori,40-44,Female,Auckland,1032,
European or Other,5-11,Male,West Coast,1036,
Maori,65-69,Male,Northland,1036,
European or Other,40-44,Female,Wairarapa,1039,
European or Other,50-54,Female,West Coast,1039,
Asian,5-11,Male,Bay of Plenty,1040,
Asian,75-79,Female,Waitemata,1042,
European or Other,75-79,Male,Whanganui,1044,
Maori,40-44,Female,Capital and Coast,1045,
Maori,35-39,Female,Capital and Coast,1047,
Maori,55-59,Male,Hawkes Bay,1050,
Maori,60-64,Female,Waitemata,1050,
Maori,45-49,Male,Auckland,1053,
Maori,45-49,Male,Lakes,1055,
Maori,50-54,Female,Auckland,1055,
Maori,30-34,Female,Southern,1063,
Maori,40-44,Male,Hawkes Bay,1064,
Pacific Peoples,19-24,Male,Capital and Coast,1068,
Maori,45-49,Female,Capital and Coast,1076,
Maori,65-69,Female,Counties Manukau,1076,
Maori,12-18,Male,Nelson Marlborough,1077,
Maori,65-69,Female,Bay of Plenty,1077,
Asian,75-79,Male,Auckland,1080,
European or Other,0-4,Female,South Canterbury,1080,
Maori,19-24,Female,Hutt Valley,1080,
European or Other,40-44,Male,Whanganui,1082,
Asian,25-29,Male,Bay of Plenty,1083,
Asian,19-24,Female,Waikato,1085,
Maori,25-29,Female,Hutt Valley,1086,
Asian,50-54,Female,Waikato,1087,
European or Other,50-54,Male,West Coast,1087,
Maori,19-24,Male,Hutt Valley,1087,
Asian,75-79,Male,Counties Manukau,1091,
European or Other,19-24,Male,Whanganui,1096,
European or Other,19-24,Male,Counties Manukau,1097,
European or Other,60-64,Female,West Coast,1099,
Pacific Peoples,12-18,Male,Canterbury,1100,
European or Other,90+,Female,Capital and Coast,1101,
Maori,35-39,Female,Auckland,1101,
European or Other,35-39,Female,Whanganui,1104,
European or Other,35-39,Male,Whanganui,1106,
Maori,35-39,Male,Hawkes Bay,1108,
European or Other,85-89,Female,Northland,1109,
Maori,65-69,Male,Waikato,1114,
Asian,30-34,Female,Bay of Plenty,1117,
Pacific Peoples,55-59,Male,Waitemata,1117,
Asian,25-29,Female,Southern,1118,
Maori,30-34,Male,Southern,1118,
European or Other,90+,Male,Waitemata,1133,
European or Other,80-84,Male,Taranaki,1137,
European or Other,85-89,Male,Capital and Coast,1138,
Maori,40-44,Female,Lakes,1139,
Asian,30-34,Male,Hutt Valley,1146,
Maori,12-18,Male,Whanganui,1146,
Asian,45-49,Male,Waikato,1152,
Asian,5-11,Female,Hutt Valley,1152,
European or Other,75-79,Female,Whanganui,1152,
Asian,5-11,Male,Southern,1153,
European or Other,45-49,Male,Wairarapa,1154,
Pacific Peoples,5-11,Female,Canterbury,1155,
Maori,12-18,Female,Whanganui,1160,
Pacific Peoples,19-24,Female,Capital and Coast,1161,
Asian,35-39,Male,Southern,1164,
Asian,5-11,Male,Hutt Valley,1166,
European or Other,19-24,Female,South Canterbury,1169,
European or Other,25-29,Female,Whanganui,1169,
Maori,45-49,Female,Auckland,1169,
Maori,60-64,Male,Bay of Plenty,1172,
Maori,5-11,Female,Nelson Marlborough,1177,
Maori,50-54,Female,Lakes,1177,
European or Other,30-34,Male,Whanganui,1178,
Maori,55-59,Female,Lakes,1178,
Maori,55-59,Female,Canterbury,1180,
Asian,19-24,Male,Waikato,1181,
European or Other,90+,Female,Counties Manukau,1182,
Asian,55-59,Female,Capital and Coast,1183,
European or Other,40-44,Female,Whanganui,1184,
European or Other,75-79,Male,South Canterbury,1185,
Asian,30-34,Male,Southern,1186,
Pacific Peoples,60-64,Male,Auckland,1187,
Maori,25-29,Female,Southern,1188,
European or Other,25-29,Male,Whanganui,1192,
Maori,45-49,Male,Hawkes Bay,1193,
Maori,55-59,Male,Waitemata,1194,
Maori,25-29,Male,MidCentral,1196,
Maori,35-39,Female,Lakes,1197,
European or Other,65-69,Male,West Coast,1199,
Maori,0-4,Female,Tairawhiti,1201,
Maori,30-34,Female,MidCentral,1203,
Asian,19-24,Male,Capital and Coast,1204,
Asian,35-39,Male,Hutt Valley,1204,
Asian,45-49,Male,Capital and Coast,1208,
Asian,35-39,Female,Hutt Valley,1214,
Pacific Peoples,55-59,Female,Waitemata,1216,
European or Other,0-4,Male,South Canterbury,1219,
European or Other,85-89,Male,Counties Manukau,1223,
Maori,45-49,Female,Lakes,1224,
Maori,30-34,Male,Capital and Coast,1227,
European or Other,35-39,Male,South Canterbury,1228,
Asian,45-49,Female,Waikato,1234,
Asian,75-79,Female,Auckland,1240,
Maori,45-49,Male,Canterbury,1240,
European or Other,85-89,Female,Hawkes Bay,1242,
Maori,30-34,Female,Capital and Coast,1242,
Maori,0-4,Male,Taranaki,1245,
European or Other,19-24,Male,Capital and Coast,1246,
European or Other,75-79,Female,South Canterbury,1248,
Asian,75-79,Female,Counties Manukau,1251,
Maori,30-34,Male,Lakes,1251,
European or Other,30-34,Female,Whanganui,1253,
European or Other,85-89,Female,Nelson Marlborough,1255,
European or Other,85-89,Male,Auckland,1257,
Maori,60-64,Male,Counties Manukau,1260,
Asian,35-39,Female,Southern,1261,
Maori,0-4,Female,Taranaki,1263,
European or Other,55-59,Female,West Coast,1264,
Maori,30-34,Male,Auckland,1265,
Maori,55-59,Female,Hawkes Bay,1266,
Maori,40-44,Male,Canterbury,1270,
European or Other,55-59,Male,West Coast,1272,
Pacific Peoples,60-64,Female,Auckland,1274,
Asian,55-59,Female,Canterbury,1275,
Maori,25-29,Male,Southern,1275,
Maori,40-44,Female,Hawkes Bay,1278,
Maori,5-11,Male,Nelson Marlborough,1280,
European or Other,60-64,Male,West Coast,1281,
Asian,50-54,Female,Capital and Coast,1283,
Pacific Peoples,5-11,Male,Canterbury,1283,
European or Other,19-24,Male,Auckland,1289,
Maori,50-54,Female,Hawkes Bay,1289,
Maori,0-4,Male,Tairawhiti,1293,
Maori,65-69,Female,Northland,1293,
Asian,60-64,Female,Canterbury,1294,
Pacific Peoples,50-54,Male,Waitemata,1295,
European or Other,19-24,Female,Auckland,1302,
European or Other,50-54,Male,Wairarapa,1302,
European or Other,90+,Female,Bay of Plenty,1302,
European or Other,5-11,Female,Wairarapa,1306,
Maori,0-4,Female,Hutt Valley,1307,
Maori,5-11,Female,Whanganui,1307,
Asian,50-54,Male,Canterbury,1309,
Maori,50-54,Male,Canterbury,1311,
Pacific Peoples,45-49,Male,Waitemata,1315,
European or Other,35-39,Female,South Canterbury,1321,
European or Other,45-49,Female,Wairarapa,1324,
European or Other,90+,Male,Canterbury,1332,
Maori,50-54,Male,Waitemata,1335,
Maori,25-29,Female,MidCentral,1338,
European or Other,40-44,Male,South Canterbury,1339,
Maori,35-39,Female,Hawkes Bay,1339,
Pacific Peoples,12-18,Male,Capital and Coast,1346,
Maori,30-34,Male,Hawkes Bay,1348,
Maori,35-39,Female,Canterbury,1356,
European or Other,40-44,Female,South Canterbury,1357,
Maori,19-24,Male,MidCentral,1357,
European or Other,19-24,Male,South Canterbury,1359,
Maori,35-39,Male,Canterbury,1359,
Pacific Peoples,45-49,Female,Waitemata,1362,
European or Other,85-89,Female,MidCentral,1363,
European or Other,45-49,Male,Whanganui,1364,
Maori,50-54,Female,Canterbury,1365,
European or Other,70-74,Male,Wairarapa,1366,
Pacific Peoples,70-74,Male,Counties Manukau,1370,
Maori,40-44,Female,Canterbury,1371,
European or Other,19-24,Female,Lakes,1373,
Pacific Peoples,19-24,Male,Counties Manukau,1373,
Pacific Peoples,50-54,Female,Waitemata,1377,
Pacific Peoples,5-11,Female,Capital and Coast,1380,
European or Other,5-11,Male,Wairarapa,1382,
Pacific Peoples,12-18,Female,Capital and Coast,1384,
European or Other,12-18,Female,Wairarapa,1389,
European or Other,0-4,Female,Lakes,1391,
Maori,40-44,Male,Waitemata,1395,
European or Other,30-34,Male,South Canterbury,1396,
European or Other,80-84,Female,Hutt Valley,1396,
Maori,25-29,Male,Lakes,1398,
Maori,30-34,Female,Auckland,1398,
European or Other,80-84,Female,Taranaki,1399,
Pacific Peoples,19-24,Female,Counties Manukau,1399,
Maori,5-11,Male,Whanganui,1400,
European or Other,70-74,Female,Wairarapa,1402,
European or Other,50-54,Female,Wairarapa,1405,
European or Other,75-79,Male,Lakes,1405,
Maori,45-49,Female,Canterbury,1409,
European or Other,25-29,Female,South Canterbury,1419,
European or Other,30-34,Female,South Canterbury,1422,
Maori,19-24,Male,Southern,1426,
Pacific Peoples,40-44,Male,Waitemata,1428,
Maori,55-59,Female,Waitemata,1429,
Pacific Peoples,55-59,Male,Auckland,1431,
European or Other,12-18,Male,Wairarapa,1432,
Maori,45-49,Female,Hawkes Bay,1434,
Maori,12-18,Female,Taranaki,1436,
Maori,65-69,Female,Waikato,1437,
European or Other,55-59,Male,Wairarapa,1439,
Maori,19-24,Female,MidCentral,1439,
Asian,30-34,Female,Hutt Valley,1442,
Pacific Peoples,5-11,Male,Capital and Coast,1442,
European or Other,19-24,Female,Waikato,1448,
Asian,19-24,Female,Capital and Coast,1449,
European or Other,65-69,Male,Wairarapa,1449,
Maori,19-24,Male,Lakes,1449,
European or Other,45-49,Female,Whanganui,1450,
European or Other,60-64,Male,Wairarapa,1460,
Maori,0-4,Male,Hutt Valley,1463,
European or Other,19-24,Male,Lakes,1464,
Maori,60-64,Male,Northland,1466,
Pacific Peoples,35-39,Female,Waitemata,1466,
European or Other,65-69,Female,Wairarapa,1467,
Maori,19-24,Female,Southern,1467,
Maori,45-49,Male,Waitemata,1470,
Maori,12-18,Male,Taranaki,1472,
Asian,30-34,Female,Southern,1474,
European or Other,85-89,Male,Bay of Plenty,1477,
European or Other,25-29,Male,South Canterbury,1482,
Maori,35-39,Male,Waitemata,1490,
European or Other,75-79,Female,Lakes,1499,
European or Other,19-24,Female,Capital and Coast,1500,
European or Other,55-59,Female,Wairarapa,1507,
Asian,45-49,Female,Capital and Coast,1508,
European or Other,19-24,Male,Waikato,1509,
Maori,12-18,Female,Hutt Valley,1512,
Maori,30-34,Female,Lakes,1514,
Maori,60-64,Female,Bay of Plenty,1514,
Maori,0-4,Female,Auckland,1517,
European or Other,0-4,Male,Lakes,1522,
Maori,55-59,Male,Bay of Plenty,1525,
Maori,40-44,Male,Northland,1527,
Maori,0-4,Female,Capital and Coast,1531,
Asian,50-54,Female,Canterbury,1537,
European or Other,50-54,Male,Whanganui,1538,
Maori,25-29,Female,Lakes,1539,
Pacific Peoples,70-74,Female,Counties Manukau,1539,
Pacific Peoples,40-44,Female,Waitemata,1541,
Maori,0-4,Male,Capital and Coast,1544,
Pacific Peoples,35-39,Male,Waitemata,1546,
Maori,40-44,Female,Waitemata,1556,
Maori,0-4,Male,Auckland,1559,
Maori,0-4,Female,Southern,1563,
Asian,40-44,Male,Capital and Coast,1564,
Maori,50-54,Male,Bay of Plenty,1564,
Asian,12-18,Female,Waikato,1565,
Pacific Peoples,55-59,Female,Auckland,1566,
European or Other,25-29,Male,Lakes,1572,
European or Other,70-74,Male,Whanganui,1574,
Asian,12-18,Female,Capital and Coast,1576,
Maori,50-54,Female,Waitemata,1579,
Maori,60-64,Female,Counties Manukau,1579,
European or Other,35-39,Male,Lakes,1581,
European or Other,60-64,Female,Wairarapa,1583,
Asian,40-44,Male,Waikato,1584,
Maori,25-29,Male,Capital and Coast,1584,
Maori,60-64,Male,Waikato,1587,
European or Other,90+,Female,Southern,1591,
Maori,19-24,Female,Lakes,1591,
Maori,35-39,Female,Waitemata,1604,
European or Other,75-79,Male,Hutt Valley,1605,
European or Other,70-74,Female,Whanganui,1606,
European or Other,90+,Female,Waikato,1608,
Maori,25-29,Male,Auckland,1611,
European or Other,45-49,Male,South Canterbury,1622,
Maori,25-29,Male,Hawkes Bay,1624,
Asian,0-4,Female,Capital and Coast,1626,
European or Other,5-11,Female,Whanganui,1628,
Asian,12-18,Male,Capital and Coast,1629,
European or Other,90+,Female,Auckland,1629,
Pacific Peoples,40-44,Male,Auckland,1630,
European or Other,30-34,Male,Lakes,1631,
European or Other,85-89,Female,Capital and Coast,1631,
European or Other,50-54,Female,Whanganui,1634,
European or Other,80-84,Male,Hawkes Bay,1636,
Maori,0-4,Male,Southern,1637,
Maori,45-49,Male,Bay of Plenty,1638,
Maori,40-44,Male,Bay of Plenty,1639,
Maori,30-34,Female,Hawkes Bay,1641,
Maori,35-39,Male,Northland,1641,
Asian,12-18,Male,Waikato,1647,
Maori,12-18,Female,Tairawhiti,1648,
Asian,40-44,Female,Waikato,1660,
Maori,12-18,Male,Hutt Valley,1661,
Maori,19-24,Male,Auckland,1662,
European or Other,85-89,Male,Southern,1664,
Maori,25-29,Female,Capital and Coast,1666,
European or Other,12-18,Male,Whanganui,1667,
Pacific Peoples,30-34,Male,Waitemata,1667,
Pacific Peoples,45-49,Male,Auckland,1671,
Maori,35-39,Male,Bay of Plenty,1674,
Asian,0-4,Male,Capital and Coast,1678,
Pacific Peoples,50-54,Male,Auckland,1678,
European or Other,70-74,Male,South Canterbury,1682,
European or Other,35-39,Female,Lakes,1686,
European or Other,65-69,Female,Whanganui,1692,
European or Other,40-44,Male,Lakes,1693,
European or Other,12-18,Female,Whanganui,1695,
European or Other,25-29,Female,Lakes,1700,
European or Other,70-74,Female,South Canterbury,1706,
Maori,40-44,Female,Northland,1708,
Maori,19-24,Male,Capital and Coast,1709,
European or Other,5-11,Male,Whanganui,1711,
Maori,45-49,Male,Northland,1725,
Pacific Peoples,45-49,Female,Auckland,1728,
European or Other,65-69,Male,Whanganui,1734,
Asian,70-74,Male,Auckland,1743,
Maori,50-54,Female,Bay of Plenty,1746,
Maori,50-54,Male,Northland,1751,
Pacific Peoples,30-34,Female,Waitemata,1751,
Maori,5-11,Female,Hutt Valley,1753,
European or Other,45-49,Female,South Canterbury,1755,
Maori,19-24,Male,Hawkes Bay,1755,
Maori,45-49,Female,Waitemata,1755,
Maori,30-34,Male,Waitemata,1761,
European or Other,85-89,Female,Counties Manukau,1762,
Maori,19-24,Female,Auckland,1762,
Pacific Peoples,40-44,Female,Auckland,1764,
Asian,70-74,Male,Waitemata,1765,
Maori,30-34,Male,Canterbury,1768,
Asian,19-24,Female,Canterbury,1773,
Maori,25-29,Female,Auckland,1774,
European or Other,80-84,Male,MidCentral,1780,
European or Other,65-69,Female,South Canterbury,1787,
Maori,35-39,Female,Northland,1790,
Maori,55-59,Female,Bay of Plenty,1790,
Maori,5-11,Male,Tairawhiti,1791,
Pacific Peoples,35-39,Male,Auckland,1791,
Maori,25-29,Female,Hawkes Bay,1795,
Maori,5-11,Female,Tairawhiti,1795,
Maori,55-59,Male,Counties Manukau,1799,
Maori,55-59,Male,Northland,1801,
European or Other,55-59,Male,Whanganui,1808,
Pacific Peoples,50-54,Female,Auckland,1810,
European or Other,50-54,Male,South Canterbury,1814,
European or Other,75-79,Male,Taranaki,1816,
Asian,40-44,Female,Capital and Coast,1819,
Maori,12-18,Male,Tairawhiti,1819,
Pacific Peoples,35-39,Female,Auckland,1819,
European or Other,60-64,Male,Whanganui,1821,
Maori,60-64,Female,Northland,1823,
Asian,19-24,Male,Canterbury,1829,
European or Other,80-84,Male,Nelson Marlborough,1829,
Maori,40-44,Female,Bay of Plenty,1834,
Asian,70-74,Female,Waitemata,1835,
Maori,0-4,Female,MidCentral,1848,
European or Other,80-84,Male,Capital and Coast,1852,
European or Other,30-34,Female,Lakes,1853,
Maori,5-11,Female,Taranaki,1856,
Asian,45-49,Male,Canterbury,1857,
Maori,19-24,Female,Hawkes Bay,1857,
Maori,30-34,Female,Canterbury,1858,
European or Other,60-64,Female,Whanganui,1864,
Asian,25-29,Male,Capital and Coast,1867,
European or Other,55-59,Female,Whanganui,1867,
European or Other,75-79,Female,Hutt Valley,1873,
European or Other,85-89,Female,Auckland,1874,
European or Other,85-89,Male,Waikato,1882,
Pacific Peoples,25-29,Male,Waitemata,1886,
European or Other,80-84,Male,Northland,1889,
European or Other,65-69,Male,South Canterbury,1893,
Maori,30-34,Male,Bay of Plenty,1894,
European or Other,50-54,Female,South Canterbury,1896,
Maori,45-49,Female,Bay of Plenty,1896,
Pacific Peoples,65-69,Male,Counties Manukau,1902,
European or Other,75-79,Female,Taranaki,1904,
European or Other,40-44,Female,Lakes,1908,
Maori,35-39,Female,Bay of Plenty,1916,
Asian,70-74,Female,Auckland,1918,
Maori,5-11,Male,Hutt Valley,1921,
European or Other,5-11,Female,South Canterbury,1927,
European or Other,12-18,Female,South Canterbury,1931,
Asian,0-4,Female,Waikato,1939,
Maori,40-44,Male,Counties Manukau,1943,
European or Other,60-64,Female,South Canterbury,1950,
Maori,0-4,Female,Lakes,1950,
Maori,12-18,Female,Auckland,1954,
European or Other,80-84,Female,Northland,1955,
Pacific Peoples,30-34,Male,Auckland,1958,
European or Other,80-84,Female,Hawkes Bay,1961,
Maori,30-34,Female,Waitemata,1965,
Maori,50-54,Female,Northland,1971,
European or Other,19-24,Male,Southern,1973,
Maori,60-64,Female,Waikato,1974,
European or Other,85-89,Female,Bay of Plenty,1980,
Maori,19-24,Female,Capital and Coast,1990,
European or Other,60-64,Male,South Canterbury,1998,
Maori,30-34,Male,Northland,2001,
Asian,70-74,Male,Counties Manukau,2012,
European or Other,55-59,Male,South Canterbury,2015,
European or Other,80-84,Female,Nelson Marlborough,2015,
Maori,50-54,Male,Counties Manukau,2024,
Maori,5-11,Male,Taranaki,2035,
Maori,12-18,Female,Southern,2036,
Maori,12-18,Female,Capital and Coast,2038,
Maori,35-39,Male,Counties Manukau,2039,
European or Other,19-24,Female,Waitemata,2046,
Asian,70-74,Female,Counties Manukau,2050,
Pacific Peoples,0-4,Female,Waitemata,2050,
Maori,12-18,Male,Auckland,2051,
European or Other,19-24,Male,Waitemata,2059,
Maori,5-11,Female,Auckland,2068,
European or Other,19-24,Female,Northland,2070,
Asian,0-4,Male,Waikato,2072,
European or Other,5-11,Male,South Canterbury,2073,
European or Other,55-59,Female,South Canterbury,2080,
European or Other,70-74,Male,Lakes,2084,
European or Other,12-18,Male,South Canterbury,2085,
Maori,55-59,Male,Waikato,2086,
Pacific Peoples,19-24,Male,Waitemata,2093,
Pacific Peoples,25-29,Female,Waitemata,2093,
Pacific Peoples,65-69,Female,Counties Manukau,2099,
Asian,5-11,Female,Capital and Coast,2102,
Maori,0-4,Male,MidCentral,2104,
Maori,25-29,Female,Canterbury,2108,
Maori,0-4,Male,Lakes,2110,
European or Other,19-24,Female,Southern,2112,
Maori,45-49,Female,Northland,2112,
Maori,55-59,Female,Northland,2113,
European or Other,70-74,Female,Lakes,2116,
Maori,30-34,Female,Bay of Plenty,2116,
Pacific Peoples,30-34,Female,Auckland,2120,
European or Other,65-69,Male,Lakes,2123,
European or Other,80-84,Female,MidCentral,2125,
Asian,45-49,Female,Canterbury,2126,
Maori,55-59,Female,Counties Manukau,2128,
European or Other,19-24,Female,Taranaki,2132,
European or Other,45-49,Male,Lakes,2133,
Pacific Peoples,0-4,Male,Waitemata,2136,
Maori,25-29,Male,Canterbury,2139,
Maori,12-18,Male,Capital and Coast,2140,
Asian,30-34,Male,Capital and Coast,2154,
European or Other,19-24,Male,Northland,2156,
Maori,50-54,Male,Waikato,2167,
Maori,45-49,Male,Counties Manukau,2171,
Pacific Peoples,0-4,Female,Auckland,2173,
European or Other,45-49,Female,Lakes,2174,
Pacific Peoples,19-24,Female,Waitemata,2176,
European or Other,50-54,Male,Lakes,2187,
Maori,12-18,Female,MidCentral,2187,
Maori,25-29,Male,Bay of Plenty,2195,
Asian,25-29,Female,Waikato,2196,
European or Other,65-69,Female,Lakes,2198,
European or Other,80-84,Male,Auckland,2219,
Maori,12-18,Male,Southern,2219,
Asian,35-39,Male,Capital and Coast,2230,
Maori,5-11,Female,Capital and Coast,2235,
European or Other,19-24,Male,Taranaki,2236,
Maori,25-29,Male,Northland,2237,
European or Other,70-74,Male,Hutt Valley,2241,
European or Other,0-4,Female,Hutt Valley,2247,
Maori,5-11,Male,Auckland,2253,
Asian,25-29,Female,Capital and Coast,2255,
European or Other,0-4,Female,Northland,2255,
European or Other,50-54,Female,Lakes,2257,
European or Other,60-64,Male,Lakes,2266,
Maori,19-24,Male,Canterbury,2273,
European or Other,60-64,Female,Lakes,2283,
Maori,25-29,Male,Waitemata,2283,
Maori,45-49,Male,Waikato,2292,
European or Other,80-84,Male,Counties Manukau,2294,
Maori,30-34,Female,Northland,2298,
European or Other,85-89,Male,Waitemata,2300,
Maori,12-18,Male,MidCentral,2308,
Maori,40-44,Male,Waikato,2311,
Asian,35-39,Male,Waikato,2318,
Asian,5-11,Male,Capital and Coast,2318,
Maori,19-24,Female,Canterbury,2319,
European or Other,0-4,Male,Hutt Valley,2321,
European or Other,12-18,Female,Lakes,2331,
Asian,25-29,Male,Waikato,2333,
European or Other,0-4,Female,Taranaki,2334,
European or Other,0-4,Male,Northland,2334,
European or Other,19-24,Female,Hawkes Bay,2335,
Maori,25-29,Female,Northland,2349,
Pacific Peoples,0-4,Male,Auckland,2354,
Maori,19-24,Male,Bay of Plenty,2356,
Maori,19-24,Female,Northland,2359,
European or Other,0-4,Female,Hawkes Bay,2360,
Asian,35-39,Female,Waikato,2361,
European or Other,90+,Female,Waitemata,2362,
Maori,19-24,Male,Northland,2365,
Maori,0-4,Female,Hawkes Bay,2368,
European or Other,85-89,Female,Southern,2372,
Maori,5-11,Female,Southern,2379,
European or Other,19-24,Female,Hutt Valley,2384,
